"","category","Name","Location","lat","lon","Accessible","Phone","IceSkating_Type","Num_of_Fields","Num_of_Courts","Size","RunningTracks_Type"
"386","basketball","Wright Brothers / PS 28","St. Nicholas Ave. & W. 156 St.","40.8317","-73.942","CLOSED",NA,NA,NA,NA,NA,NA
"387","basketball","Albert H. Mauro","Park Dr. East & 73 Terrace","40.724","-73.8275","CLOSED",NA,NA,NA,NA,NA,NA
"388","basketball","Alley Playground/PS 213","230th St. & 67th Ave.","40.7471","-73.745","CLOSED",NA,NA,NA,NA,NA,NA
"389","basketball","Annadale Playground","Yellowstone Blvd., 65 Rd. & 65 Ave","40.731","-73.8519","CLOSED",NA,NA,NA,NA,NA,NA
"390","basketball","Arverne Playground","Averne Blvd. & Beach 55 St.","40.5927","-73.785","CLOSED",NA,NA,NA,NA,NA,NA
"391","basketball","Auburndale Playground","35 Ave. between 171 and 172 Sts.","40.7656","-73.7944","CLOSED",NA,NA,NA,NA,NA,NA
"392","basketball","Barrier Playground","102 St., 62 Ave. & Yellowstone Blvd.","40.7362","-73.8549","CLOSED",NA,NA,NA,NA,NA,NA
"393","basketball","Bay Terrace Playground/PS 169","NE Corner of 212 St. & 23Ave.","40.7821","-73.7776","CLOSED",NA,NA,NA,NA,NA,NA
"394","basketball","Bayswater Park","Beach Channel Dr. & Beach 32 St.","40.5992","-73.7674","CLOSED",NA,NA,NA,NA,NA,NA
"395","basketball","Bland Playground","40 Rd. & Prince St.","40.7583","-73.8309","CLOSED",NA,NA,NA,NA,NA,NA
"396","basketball","Bowne Park","32 Ave., 29 Ave. and 155 to 159 Sts.","40.7703","-73.8058","CLOSED",NA,NA,NA,NA,NA,NA
"397","basketball","Bowne Playground","Sanford Ave. & Union St.","40.7581","-73.8249","CLOSED",NA,NA,NA,NA,NA,NA
"398","basketball","Briarwood Playground","148 St. & 85 Ave.","40.71","-73.8113","CLOSED",NA,NA,NA,NA,NA,NA
"399","basketball","Broad Channel","Cross Bay Blvd. & E 16 Rd.","40.6012","-73.8197","CLOSED",NA,NA,NA,NA,NA,NA
"400","basketball","Bulova Park","W/S 77 St. and N/S 25 Ave.","40.763","-73.8921","CLOSED",NA,NA,NA,NA,NA,NA
"401","basketball","Buz O' Rourke P/G","33 Ave. & 214 Pl.","40.771","-73.7712","CLOSED",NA,NA,NA,NA,NA,NA
"402","basketball","C.C. Moore Homestead Park","82 St. & Broadway","40.7418","-73.8819","CLOSED",NA,NA,NA,NA,NA,NA
"403","basketball","Cadwaller Colden Playground","Union St. & 31 Rd.","40.77","-73.8274","CLOSED",NA,NA,NA,NA,NA,NA
"404","basketball","Capt. Mario Fajardo","Kissena Blvd. & Booth Memorial Blvd.","40.7437","-73.8147","CLOSED",NA,NA,NA,NA,NA,NA
"405","basketball","Cedar Grove Playground (P.S. 218)","Main St. & Gravett Rd.","40.7361","-73.8244","CLOSED",NA,NA,NA,NA,NA,NA
"406","basketball","Centerville","96 St., Centerville St. and Albert Rd.","40.6705","-73.8395","CLOSED",NA,NA,NA,NA,NA,NA
"407","basketball","Challenge Playground","251 St. & 63 Ave.","40.7561","-73.7275","CLOSED",NA,NA,NA,NA,NA,NA
"408","basketball","Clintonville Playground/JHS 194","Clintonville St. between 17 Ave. and 17 Rd.","40.783","-73.8074","CLOSED",NA,NA,NA,NA,NA,NA
"409","basketball","College Point Park","College Pt. Blvd. & 14 Ave.","40.7854","-73.8464","CLOSED",NA,NA,NA,NA,NA,NA
"410","basketball","Corona Golf","46 Ave. & 111 St.","40.7474","-73.855","CLOSED",NA,NA,NA,NA,NA,NA
"411","basketball","Crowley","84 St. & 57 Ave.","40.7296","-73.8793","CLOSED",NA,NA,NA,NA,NA,NA
"412","basketball","Cunningham Park - Upper Playground","196 Pl. & Union Turnpike","40.7262","-73.7753","CLOSED",NA,NA,NA,NA,NA,NA
"413","basketball","East Elmhurst Playground","25 Ave. & 98 St.","40.7651","-73.8701","CLOSED",NA,NA,NA,NA,NA,NA
"414","basketball","Edward Hart Playground","147 St. between 26 and 27 Aves.","40.774","-73.8186","CLOSED",NA,NA,NA,NA,NA,NA
"415","basketball","Ehrenreich-Austin St. Playground","Austin St. between 76 Ave. & 76 Dr.","40.7151","-73.8364","CLOSED",NA,NA,NA,NA,NA,NA
"416","basketball","Electrichester Houses Playground/Electric Playground","65 Ave. & 164 St.","40.7363","-73.8051","CLOSED",NA,NA,NA,NA,NA,NA
"417","basketball","Emerald Playground/PS 200","71 Ave. & 164 St.","40.7314","-73.8059","CLOSED",NA,NA,NA,NA,NA,NA
"418","basketball","Equity Park","88 Ave. & 91 St.","40.6914","-73.8533","CLOSED",NA,NA,NA,NA,NA,NA
"419","basketball","Evergreen Park","St. Felix Ave. and Seneca Ave.","40.6975","-73.897","CLOSED",NA,NA,NA,NA,NA,NA
"420","basketball","Farm Playground/PS 26","73 Ave. & 196 St.","40.7352","-73.7774","CLOSED",NA,NA,NA,NA,NA,NA
"421","basketball","Fitzgerald Playground","Atlantic Ave. & 94 Ave.","40.6901","-73.8399","CLOSED",NA,NA,NA,NA,NA,NA
"422","basketball","Flushing Fields","Bayside Ave., 25 Ave. and 149 to 150 Sts.","40.7756","-73.8173","CLOSED",NA,NA,NA,NA,NA,NA
"423","basketball","Forest Park","108 St., Myrtle Ave. & Park Lane South","40.7026","-73.8686","CLOSED",NA,NA,NA,NA,NA,NA
"424","basketball","Forest Park","Woodhaven Blvd. & Forest Park Dr.","40.7015","-73.8559","CLOSED",NA,NA,NA,NA,NA,NA
"425","basketball","Forest Park","80 St. & Myrtle Ave.","40.7025","-73.8684","CLOSED",NA,NA,NA,NA,NA,NA
"426","basketball","Forest Park (Sobelsohn P/G)","Park Lane S. & Abingdon Rd.","40.7101","-73.8353","CLOSED",NA,NA,NA,NA,NA,NA
"427","basketball","Francis Lewis Park","3 Ave., 147 St. and E River","40.7965","-73.8249","OPEN",NA,NA,NA,NA,NA,NA
"428","basketball","Francis Lewis Playground","42 Ave. & Francis Lewis Blvd.","40.7603","-73.7837","CLOSED",NA,NA,NA,NA,NA,NA
"429","basketball","Frank D. O'Connor Playground","78 St & Broadway","40.7439","-73.8868","CLOSED",NA,NA,NA,NA,NA,NA
"430","basketball","Frank Golden Playground","136 St & 20 Ave.","40.7845","-73.833","CLOSED",NA,NA,NA,NA,NA,NA
"431","basketball","Frederick B. Judge","111 Ave., 134 to 135 Sts. and Lincoln Sts.","40.6828","-73.808","CLOSED",NA,NA,NA,NA,NA,NA
"432","basketball","George U. Harvey","15 to 20 Aves. and E/O Whitestone Expwy.","40.7821","-73.8239","CLOSED",NA,NA,NA,NA,NA,NA
"433","basketball","Gorman Park","30 Ave. btwn. 84 & 85 Sts.","40.7623","-73.8842","CLOSED",NA,NA,NA,NA,NA,NA
"434","basketball","Hammel Playground","Beach 83 St. & Rockaway Beach Blvd.","40.5881","-73.8091","CLOSED",NA,NA,NA,NA,NA,NA
"435","basketball","Harold Schneiderman/PS 232","155 Ave. between 84 and 85 Sts.","40.6651","-73.8502","CLOSED",NA,NA,NA,NA,NA,NA
"436","basketball","Highland Park Lower","Jamaica Ave. & Cleveland St.","40.6838","-73.8869","CLOSED",NA,NA,NA,NA,NA,NA
"437","basketball","Highland Park Upper","Highland Blvd. & Heath Pl.","40.6829","-73.8927","CLOSED",NA,NA,NA,NA,NA,NA
"438","basketball","Hoffman","Hoffman Dr. & Seabury St.","40.7328","-73.8718","CLOSED",NA,NA,NA,NA,NA,NA
"439","basketball","Holy Cow Playground","Peck Ave. & Harding Blvd.","40.7418","-73.7776","CLOSED",NA,NA,NA,NA,NA,NA
"440","basketball","Hoover","Manton St. & 83 Ave.","40.7119","-73.8212","CLOSED",NA,NA,NA,NA,NA,NA
"441","basketball","Horace Harding Playground/PS 206","62 Dr. between 97 Pl. & 98 St.","40.7332","-73.8605","CLOSED",NA,NA,NA,NA,NA,NA
"442","basketball","Horatio P/G","Horatio Pkwy. & 228th St.","40.7588","-73.7544","CLOSED",NA,NA,NA,NA,NA,NA
"443","basketball","Joe Austin","164 Pl. & Grand Central Parkway","40.7158","-73.8013","CLOSED",NA,NA,NA,NA,NA,NA
"444","basketball","John Adams","133 Ave., 101-103 Sts.","40.6771","-73.8357","CLOSED",NA,NA,NA,NA,NA,NA
"445","basketball","Joseph F. Mafera Park","65 Pl. & Catalpa Ave. & 68 Ave.","40.7062","-73.8912","CLOSED",NA,NA,NA,NA,NA,NA
"446","basketball","Joseph P. Addabbo Playground","North Conduit Ave. between 81 and 82 Sts.","40.6734","-73.854","OPEN",NA,NA,NA,NA,NA,NA
"447","basketball","Junction Playground","96 St., 34 Ave. & Junction Blvd.","40.7545","-73.872","CLOSED",NA,NA,NA,NA,NA,NA
"448","basketball","Juniper North Playground","80 St. & Juniper Blvd. North","40.7209","-73.8771","CLOSED",NA,NA,NA,NA,NA,NA
"449","basketball","Juniper South Playground","74 St. & Juniper Blvd. South","40.7182","-73.8834","CLOSED",NA,NA,NA,NA,NA,NA
"450","basketball","Kissena Corridor East","Peck & Underhill Aves.","40.7445","-73.7874","CLOSED",NA,NA,NA,NA,NA,NA
"451","basketball","Kissena Park/164 St. P/G","164 St. opposite Lithonia Ave.","40.7482","-73.8032","CLOSED",NA,NA,NA,NA,NA,NA
"452","basketball","Lawrence St.","Lawrence St., College Point Blvd. and Queens Botanical Gardens","40.7484","-73.834","CLOSED",NA,NA,NA,NA,NA,NA
"453","basketball","Lefferts","North Conduit Ave. and 120 to 122 Sts.","40.6654","-73.8209","CLOSED",NA,NA,NA,NA,NA,NA
"454","basketball","London Planetree","88th St., Atlantic Ave, & 95 Ave.","40.6861","-73.853","CLOSED",NA,NA,NA,NA,NA,NA
"455","basketball","Louis Armstrong Playground/PS 143","37 Ave. btwn. 112 & 113 Sts.","40.7549","-73.8556","CLOSED",NA,NA,NA,NA,NA,NA
"456","basketball","Louis Pasteur Park/JHS 67","248 St. & 51 Ave.","40.762","-73.7352","CLOSED",NA,NA,NA,NA,NA,NA
"457","basketball","MacNeil Park","Poppenhusen Ave. and 119 St.","40.7934","-73.8516","OPEN",NA,NA,NA,NA,NA,NA
"458","basketball","Maple Playground","Maple Ave. & Kissena Blvd.","40.7556","-73.8261","CLOSED",NA,NA,NA,NA,NA,NA
"459","basketball","Marie Curie Park","211 St. & 47 Ave.","40.757","-73.7712","CLOSED",NA,NA,NA,NA,NA,NA
"460","basketball","Newtown Playground","92 St. & 56 Ave.","40.7363","-73.8695","CLOSED",NA,NA,NA,NA,NA,NA
"461","basketball","Northern Playground","Northern BLvd. & 90th St.","40.756","-73.8744","CLOSED",NA,NA,NA,NA,NA,NA
"462","basketball","Oakland Gardens Playground/PS 203","54 Ave. & Springfield Blvd.","40.7536","-73.7598","CLOSED",NA,NA,NA,NA,NA,NA
"463","basketball","P.O. Edward Byrne Park","North Conduit Ave., 134 to 135 Sts. and 135 Ave.","40.6673","-73.8076","CLOSED",NA,NA,NA,NA,NA,NA
"464","basketball","P.O. Nicholas DeMutis Park","Liberty Ave. and 101 to 102 Sts.","40.6818","-73.8392","CLOSED",NA,NA,NA,NA,NA,NA
"465","basketball","Park of the Americas","104 St. & 41 Ave.","40.7487","-73.8614","CLOSED",NA,NA,NA,NA,NA,NA
"466","basketball","Playground 21","163 to 166 Sts., 21 Ave. and 21 Rd.","40.7781","-73.7984","CLOSED",NA,NA,NA,NA,NA,NA
"467","basketball","Playground 62/PS 220","Yellowstone Blvd. between 62 Ave. & 62 Rd.","40.736","-73.8536","CLOSED",NA,NA,NA,NA,NA,NA
"468","basketball","Playground 75/PS 154","75 Ave. & 160 St.","40.7264","-73.8081","CLOSED",NA,NA,NA,NA,NA,NA
"469","basketball","Playground Ninety","Northern Blvd. & 90 St.","40.757","-73.8785","CLOSED",NA,NA,NA,NA,NA,NA
"470","basketball","Pomonok","65 Ave. & Kissena Blvd.","40.7357","-73.8141","CLOSED",NA,NA,NA,NA,NA,NA
"471","basketball","Poppenhusen Playground","20 Ave btwn 123rd & 124th Sts","40.781","-73.8444","CLOSED",NA,NA,NA,NA,NA,NA
"472","basketball","PS 46","64 Ave. & 218 St.","40.7558","-73.7646","CLOSED",NA,NA,NA,NA,NA,NA
"473","basketball","Queens Valley Playground","137 St. & 77 Ave.","40.7219","-73.8237","CLOSED",NA,NA,NA,NA,NA,NA
"474","basketball","Rachel Carlson Park","Colden St. & Juniper Ave.","40.7489","-73.8222","CLOSED",NA,NA,NA,NA,NA,NA
"475","basketball","Raymond M. O'Connor Field","33 Ave. & 210 St.","40.7717","-73.7798","CLOSED",NA,NA,NA,NA,NA,NA
"476","basketball","Real Good Park","Long Island Expressway, 99 St. & 62 Ave.","40.7359","-73.8568","CLOSED",NA,NA,NA,NA,NA,NA
"477","basketball","Redfern Playground","Redfern Ave & Beach 12 St.","40.6113","-73.7491","CLOSED",NA,NA,NA,NA,NA,NA
"478","basketball","Rockaway Beach","Beach 82 & Shore Front Pkwy.","40.586","-73.8071","CLOSED",NA,NA,NA,NA,NA,NA
"479","basketball","Rockaway Community Playground","Almeda Avenue","40.5983","-73.7837","CLOSED",NA,NA,NA,NA,NA,NA
"480","basketball","Rocket Park/JHS 202","North Conduit Ave., Arion Rd. and 149 Ave.","40.6706","-73.8462","CLOSED",NA,NA,NA,NA,NA,NA
"481","basketball","Russell Sage Playground","68 Ave. & Booth to Austin sts","40.7236","-73.8518","CLOSED",NA,NA,NA,NA,NA,NA
"482","basketball","Seaside Playground","Rockaway Beach Blvd. & B109-110 Sts.","40.5809","-73.8308","CLOSED",NA,NA,NA,NA,NA,NA
"483","basketball","Seven Gables Playground","210 St. & Oceania St.","40.7441","-73.7664","CLOSED",NA,NA,NA,NA,NA,NA
"484","basketball","Seven Seas Sports Courts/Four Winds P/G","Booth Memorial Blvd. & 160 St.","40.7424","-73.8079","CLOSED",NA,NA,NA,NA,NA,NA
"485","basketball","Silent Springs Playground","Colden St. & Geranium Ave.","40.7502","-73.8233","CLOSED",NA,NA,NA,NA,NA,NA
"486","basketball","Smokey Oval Playground","Atlantic, 95 Ave., and 125 St.","40.6943","-73.8208","CLOSED",NA,NA,NA,NA,NA,NA
"487","basketball","Travers Park","78 St, , S/O Northern Blvd.","40.754","-73.8894","CLOSED",NA,NA,NA,NA,NA,NA
"488","basketball","Triassic Playground","Jewel Ave. & Van Wyck Expressway","40.7297","-73.835","CLOSED",NA,NA,NA,NA,NA,NA
"489","basketball","Utopia","Utopia Pkwy. & Jewel Ave.","40.7305","-73.7932","CLOSED",NA,NA,NA,NA,NA,NA
"490","basketball","Vleigh Place Playground/PS 165","Union Turnpike & 141 St.","40.7185","-73.8204","CLOSED",NA,NA,NA,NA,NA,NA
"491","basketball","Walter Ward Playground/PS 207","89 St. & 160 Ave.","40.6578","-73.8438","CLOSED",NA,NA,NA,NA,NA,NA
"492","basketball","Whitestone Playground/PS 193","152 St. between 11 and 12 Aves.","40.7922","-73.8082","CLOSED",NA,NA,NA,NA,NA,NA
"493","basketball","Willets Pt. Playground/PS 209","165 St. btwn. 16 Ave & 16 Rd.","40.7836","-73.7962","CLOSED",NA,NA,NA,NA,NA,NA
"494","basketball","Willow Lake Playground","Grand Central Pkwy between 71 & 72 Aves.","40.723","-73.8372","CLOSED",NA,NA,NA,NA,NA,NA
"495","basketball","World&rsquo;s Fair Playground","62 Dr. and Grand Central Pkwy.","40.7374","-73.8456","CLOSED",NA,NA,NA,NA,NA,NA
"496","basketball","Yellowstone Municipal Park","Yellowstone Blvd. between 68 Ave. & 68 Rd.","40.7264","-73.8478","CLOSED",NA,NA,NA,NA,NA,NA
"497","basketball","Abraham Levy Memorial Park","Jewett & Castleton Ave.","40.634","-74.1287","CLOSED",NA,NA,NA,NA,NA,NA
"498","basketball","Arrochar Playground (PS 39)","Sand Lane & McFarland Ave.","40.5978","-74.0706","CLOSED",NA,NA,NA,NA,NA,NA
"499","basketball","Austin J McDonald Playground","Forest & Myrtle Aves.","40.6297","-74.1151","CLOSED",NA,NA,NA,NA,NA,NA
"500","basketball","Clawson Playground (PS 50)","Adelaide Ave. & Clawson Rd.","40.5603","-74.1239","CLOSED",NA,NA,NA,NA,NA,NA
"501","basketball","Clove Lakes Park","Slosson Ave, Victory Blvd. and Clove Rd.","40.616","-74.1054","CLOSED",NA,NA,NA,NA,NA,NA
"502","basketball","Davis Playground (PS 31)","Layton & Bismark Ave.","40.6421","-74.0859","CLOSED",NA,NA,NA,NA,NA,NA
"503","basketball","Dongan Playground (PS 52)","Mason, Buel & Dongan Hill Aves.","40.5826","-74.089","CLOSED",NA,NA,NA,NA,NA,NA
"504","basketball","Lieutenant John H. Martinson Playground","Osborne St. & Preston Ave.","40.5365","-74.1628","CLOSED",NA,NA,NA,NA,NA,NA
"505","basketball","Faber Park","Richmond Terrace & Faber St.","40.6409","-74.1358","CLOSED",NA,NA,NA,NA,NA,NA
"506","basketball","FDR Boardwalk & Beach","Miller Field & Greely Ave.","40.5687","-74.0912","OPEN",NA,NA,NA,NA,NA,NA
"507","basketball","Cesar Sanchez Basketball Courts","Dongan Hills Ave. & SIRR","40.5863","-74.1006","CLOSED",NA,NA,NA,NA,NA,NA
"508","basketball","Gerard P Dugan Playground","Mill Rd., Weed Ave., and Tysens Lane","40.5608","-74.1102","CLOSED",NA,NA,NA,NA,NA,NA
"509","basketball","The Big Park","Grandview Ave. & Continental Pl.","40.6312","-74.1651","CLOSED",NA,NA,NA,NA,NA,NA
"510","basketball","Great Kills Park (PS 8)","Hillcrest Ave. & Highmount Rd.","40.5471","-74.1518","CLOSED",NA,NA,NA,NA,NA,NA
"511","basketball","Greencroft Playground (PS 53)","Redgrave, Greencroft St., Ainsworth Ave., and Durant Ave.","40.552","-74.1368","CLOSED",NA,NA,NA,NA,NA,NA
"512","basketball","Harbor Playground","Harbor Rd. & Richmond Terrace","40.6366","-74.1604","CLOSED",NA,NA,NA,NA,NA,NA
"513","basketball","Ikefugi Playground","Winter & Bismark Aves.","40.6387","-74.0837","CLOSED",NA,NA,NA,NA,NA,NA
"514","basketball","Jennifer's Playground","Jules Dr., Elson Ct., and Regis Dr.","40.62","-74.1635","CLOSED",NA,NA,NA,NA,NA,NA
"515","basketball","Luis Lopez Playground","Targee St., Palma Dr., and Oder Ave.","40.6118","-74.0849","CLOSED",NA,NA,NA,NA,NA,NA
"516","basketball","Markham Playground","Willowbrook Pkwy., Forest Ave. and Houston St.","40.6237","-74.1456","CLOSED",NA,NA,NA,NA,NA,NA
"517","basketball","Michael J Mahoney Memorial Playground.","Beechwood Ave., Crescent St. and Cleveland St.","40.6431","-74.086","CLOSED",NA,NA,NA,NA,NA,NA
"518","basketball","Midland Field (JHS 2)","Midland, Mason, and Bedford Aves.","40.577","-74.0995","CLOSED",NA,NA,NA,NA,NA,NA
"519","basketball","Naples Playground (PS 48)","Targee St. & Naples St.","40.6027","-74.0907","CLOSED",NA,NA,NA,NA,NA,NA
"520","basketball","Nicholas De Matti Playground","Tompkins Ave. & Chestnut St.","40.6145","-74.0742","CLOSED",NA,NA,NA,NA,NA,NA
"521","basketball","Old Town Playground","Parkinson Ave. & Kramer St.","40.5954","-74.0814","CLOSED",NA,NA,NA,NA,NA,NA
"522","basketball","Park","Richmond Pkwy & Vernon Blvd.","40.533","-74.2021","CLOSED",NA,NA,NA,NA,NA,NA
"523","basketball","Prall Playground (IS 27)","Elizabeth St. & Forest Ave.","40.6288","-74.1183","CLOSED",NA,NA,NA,NA,NA,NA
"524","basketball","PS 14 & Stapleton Houses Plgd.","Tompkins Ave, Broad, and Hill Sts.","40.6229","-74.0796","CLOSED",NA,NA,NA,NA,NA,NA
"525","basketball","Randolph Walker Park","Delafield Pl, Bard and Davis Aves.","40.6431","-74.1103","CLOSED",NA,NA,NA,NA,NA,NA
"526","basketball","Reinhard E. Kaltenmeier Playground","Virginia Ave. & Anderson St.","40.6146","-74.0682","CLOSED",NA,NA,NA,NA,NA,NA
"527","basketball","Schmul Park","Wild Ave & Pearson St.","40.5899","-74.188","CLOSED",NA,NA,NA,NA,NA,NA
"528","basketball","Silver Lake Park","University Pl. & Revere St.","40.6284","-74.0987","CLOSED",NA,NA,NA,NA,NA,NA
"529","basketball","Terrace/PS 35 Playground","Foote Ave., Howard Ave., and Martha St.","40.6136","-74.0986","CLOSED",NA,NA,NA,NA,NA,NA
"530","basketball","Christopher J. Igneri Playground","Schmidts Lane & Manor Rd.","40.6087","-74.1191","CLOSED",NA,NA,NA,NA,NA,NA
"531","basketball","The Field of Dreams","E. 167 St between Southern Blvd. and Simpson St.","40.8266","-73.8923","OPEN",NA,NA,NA,NA,NA,NA
"532","basketball","Windmuller Park","52 St., Woodside Ave. bet. 39 Rd. and 39 Dr.","40.7476","-73.9114","CLOSED",NA,NA,NA,NA,NA,NA
"533","basketball","Woodtree Playground","20th Avenue Between 37th & 38th Sts.","40.7772","-73.9031","OPEN",NA,NA,NA,NA,NA,NA
"534","basketball","Christopher ""Biggie"" Wallace Courts","Fulton Street & Classon Avenue","40.6817","-73.9595","OPEN",NA,NA,NA,NA,NA,NA
"535","basketball","Green Grass Courts","Marcy Ave & Hope St","40.7133","-73.9546","OPEN",NA,NA,NA,NA,NA,NA
"536","basketball","Justice Gilbert Ramirez Park","McKibbin St. bet. White St. and Bogart St.","40.706","-73.9343","OPEN",NA,NA,NA,NA,NA,NA
"537","basketball","Bridge and Tunnel Park","Tunnel Plaza, 50 Ave, 11 St","40.7419","-73.9515","CLOSED",NA,NA,NA,NA,NA,NA
"538","basketball","Ogden Plimpton Playground","Plimpton Ave. & West 170th St.","40.8419","-73.9239","OPEN",NA,NA,NA,NA,NA,NA
"539","basketball","Othmar Ammann Playground","East 124th St. & 1st Ave.","40.8015","-73.9322","OPEN",NA,NA,NA,NA,NA,NA
"540","basketball","Bushwick Playground","Knickerbocker Avenue & Putnam Avenue","40.6957","-73.9118","OPEN",NA,NA,NA,NA,NA,NA
"541","basketball","Triborough Bridge Playground C","23rd St & Hoyt Ave","40.774","-73.9225","OPEN",NA,NA,NA,NA,NA,NA
"542","basketball","Murray Playground","11th Street between 45th Avenue & 45th Road","40.7476","-73.9496","OPEN",NA,NA,NA,NA,NA,NA
"543","basketball","West 186th Street Basketball Courts","West 186th St. between Audubon Ave. & St. Nicholas Ave.","40.8521","-73.9308","OPEN",NA,NA,NA,NA,NA,NA
"544","basketball","Starlight Park","Sheridan Expressway & E. 174th St.","40.8339","-73.8819","OPEN",NA,NA,NA,NA,NA,NA
"545","cricket","Parade Ground","West 242nd to West 250th streets & Broadway","40.9027","-73.8953",NA,NA,NA,"8",NA,NA,NA
"546","cricket","Ferry Point Park","Schley and Brush avenues (Main Entrance)","40.8073","-73.8348",NA,NA,NA,"2",NA,NA,NA
"547","cricket","Van Cortlandt Park","Henry Hudson & Broadway Stables","40.8938","-73.8955",NA,NA,NA,"1",NA,NA,NA
"548","cricket","Canarsie Beach Park","Seaview Avenue & East 92nd Street","40.6282","-73.8965",NA,NA,NA,NA,NA,NA,NA
"549","cricket","Marine Park","Flimore Avenue & Marine Parkway","40.6051","-73.9312",NA,NA,NA,NA,NA,NA,NA
"550","cricket","Baisley Pond Park","North Conduit Avenue & Baisley Boulevard","40.6838","-73.7859",NA,NA,NA,NA,NA,NA,NA
"551","cricket","Baisley Pond Park South","150th Street & 134th Avenue","40.6738","-73.7861",NA,NA,NA,NA,NA,NA,NA
"552","cricket","Kissena Corridor Park","Peck Avenue & Underhill Avenue","40.7445","-73.8171",NA,NA,NA,NA,NA,NA,NA
"553","cricket","Cunningham Park","Tennis Horace Harding Expressway & Grand Central Parkway","40.739","-73.773",NA,NA,NA,NA,NA,NA,NA
"554","cricket","Rockaway Community Playground","Almeda Avenue","40.5985","-73.7868",NA,NA,NA,NA,NA,NA,NA
"555","cricket","St. Albans Park","Merrick Boulevard, 173 Place, Sayers Avenue","40.6922","-73.7807",NA,NA,NA,NA,NA,NA,NA
"556","cricket","Walker Park","District 1, Delafield Avenue & Davis Avenue","40.6433","-74.1096",NA,NA,NA,NA,NA,NA,NA
"557","cricket","Roy Wilkins Recreation Center","Baisley & Merrick boulevards, 115 Avenue, 177 Street","40.6879","-73.772",NA,NA,NA,NA,NA,NA,NA
"558","cricket","Roy A. Sweeney Cricket Oval","Gateway Drive off of Erskine Street","40.6508","-73.8689",NA,NA,NA,"1",NA,NA,NA
"559","cricket","Tudor Park","78-40 73rd Place","40.6741","-73.8559",NA,NA,NA,"1",NA,NA,NA
"560","handball","Agnes Haywood Playground","E. 215 St., Barnes Ave., E. 216 St.","40.8804","-73.8621",NA,NA,NA,NA,"2",NA,NA
"561","handball","Allerton Playground","Allerton, Bouck, Throop Aves. & Stedman Place","40.8659","-73.8506",NA,NA,NA,NA,"4",NA,NA
"562","handball","Arcilla Playground","Clay, Park, and Teller Aves., E. 164 St.","40.827","-73.9148",NA,NA,NA,NA,"4",NA,NA
"563","handball","Bailey Playground","Bailey Avenue & 234 St.","40.8818","-73.9002",NA,NA,NA,NA,"6",NA,NA
"564","handball","Behagen Playground","165-166 Sts., Union Avenue","40.8258","-73.9008",NA,NA,NA,NA,"2",NA,NA
"565","handball","Belmont Playground","E. 181 & E. 182 Sts., Crotona & Belmont Aves.","40.8504","-73.8874",NA,NA,NA,NA,"6",NA,NA
"566","handball","Brady Playground","Bronxdale Blvd. & Bronx Park East","40.8519","-73.8694",NA,NA,NA,NA,"4",NA,NA
"567","handball","Bruckner Playground","Phillips & Cross Bronx Expressway","40.8267","-73.829",NA,NA,NA,NA,"2",NA,NA
"568","handball","Bufano Playground","Waterbury & LaSalle Aves.","40.8385","-73.8315",NA,NA,NA,NA,"8",NA,NA
"569","handball","Burns Playground","Mace, Lodovick, & Gunther Aves.","40.863","-73.8364",NA,NA,NA,NA,"4",NA,NA
"570","handball","Campanaro Playground","Gun Hill & Eastchester Rds., Arnow Ave.","40.8678","-73.843",NA,NA,NA,NA,"2",NA,NA
"571","handball","Captain Rivera Playground","Forest Ave., E. 156 St.","40.8178","-73.9067",NA,NA,NA,NA,"2",NA,NA
"572","handball","Caserta Playground","St. Raymond Ave. & Purdy St.","40.8372","-73.8538",NA,NA,NA,NA,"2",NA,NA
"573","handball","Clark Playground","3rd Ave, E. 144 to 145 Sts.","40.8137","-73.9214",NA,NA,NA,NA,"1",NA,NA
"574","handball","Colucci Playground","Mayflower & Wilkinson Aves.","40.8524","-73.8343",NA,NA,NA,NA,"4",NA,NA
"575","handball","Drew Playground","Fulton Ave., E. 169 St.","40.8333","-73.9033",NA,NA,NA,NA,"2",NA,NA
"576","handball","Dunbar Playground","E. 161 St., Trinity Ave","40.8233","-73.9063",NA,NA,NA,NA,"2",NA,NA
"577","handball","Eastchester Playground","Adee & Tenbroeck Aves.","40.8697","-73.853",NA,NA,NA,NA,"4",NA,NA
"578","handball","Edenwald Playground","Schieffelin Ave. & E. 229 St.","40.8838","-73.8457",NA,NA,NA,NA,"4",NA,NA
"579","handball","Flynn Playground","E. 157 St., 3rd Ave., E. 158 St., Brook Ave.","40.8209","-73.9123",NA,NA,NA,NA,"2",NA,NA
"580","handball","Fordham Landing","Fordham Road and Major Deegan","40.8635","-73.9101",NA,NA,NA,NA,"8",NA,NA
"581","handball","Fort Independence Playground","Sedgwick & Stevenson Aves.","40.882","-73.8946",NA,NA,NA,NA,"2",NA,NA
"582","handball","Fountain of Youth Playground","Union Ave., E. 150 St., Tinton Ave. and E. 152 St.","40.814","-73.9054",NA,NA,NA,NA,"4",NA,NA
"583","handball","Goble Playground","Goble Rd. & Inwood Ave.","40.8437","-73.9169",NA,NA,NA,NA,"2",NA,NA
"584","handball","Gouverneur Playground","3rd Ave., St. Paul's Pl., Washington Ave.","40.8353","-73.9037",NA,NA,NA,NA,"2",NA,NA
